TaxonOriginal,TaxonFloraVeg,Status,RegionFloraVeg,TaxonKaplan
Crepis pannonica,Crepis pannonica,CR,Czechia,Crepis pannonica
Crepis praemorsa,Crepis praemorsa,EN,Czechia,Crepis praemorsa
Crepis setosa,Crepis setosa,EN,Czechia,Crepis setosa
Crepis sibirica,Crepis sibirica,CR,Czechia,Crepis sibirica
Crepis tectorum,Crepis tectorum,NT,Czechia,Crepis tectorum
Crepis tectorum subsp. tectorum,,NT,Czechia,Crepis tectorum subsp. tectorum
Crepis vesicaria,,LC(NA),Czechia,Crepis vesicaria
Crithmum maritimum,,LC(NA),Czechia,Crithmum maritimum
Crocus chrysanthus,Crocus chrysanthus,LC(NA),Czechia,Crocus chrysanthus
Crocus flavus,Crocus flavus,LC(NA),Czechia,Crocus flavus
Crocus heuffelianus,Crocus vernus subsp. vernus,EN,Czechia,Crocus heuffelianus
Crocus sativus,Crocus sativus,LC(NA),Czechia,Crocus sativus
Crocus tommasinianus,,LC(NA),Czechia,Crocus tommasinianus
Crocus vernus,Crocus vernus subsp. albiflorus,EN,Czechia,Crocus vernus
Crocus vernus,Crocus vernus subsp. vernus,EN,Czechia,Crocus vernus
Cruciata laevipes,Cruciata laevipes,LC(NA),Czechia,Cruciata laevipes
Cruciata pedemontana,Cruciata pedemontana,EN,Czechia,Cruciata pedemontana
Cruciata verna,Cruciata glabra,LC(NA),Czechia,Cruciata verna
Crypsis aculeata,Crypsis aculeata,CR,Czechia,Crypsis aculeata
Crypsis alopecuroides,Crypsis alopecuroides,CR,Czechia,Crypsis alopecuroides
Crypsis schoenoides,Crypsis schoenoides,CR,Czechia,Crypsis schoenoides
Cryptogramma crispa,Cryptogramma crispa,VU,Czechia,Cryptogramma crispa
Cryptomeria japonica,Cryptomeria japonica,LC(NA),Czechia,Cryptomeria japonica
Cucumis melo,Cucumis melo,LC(NA),Czechia,Cucumis melo
Cucumis sativus,Cucumis sativus,LC(NA),Czechia,Cucumis sativus
Cucurbita ficifolia,,LC(NA),Czechia,Cucurbita ficifolia
Cucurbita maxima,Cucurbita maxima,LC(NA),Czechia,Cucurbita maxima
Cucurbita moschata,,LC(NA),Czechia,Cucurbita moschata
Cucurbita pepo,Cucurbita pepo,LC(NA),Czechia,Cucurbita pepo
Cuscuta approximata,Cuscuta approximata,CR,Czechia,Cuscuta approximata
Cuscuta approximata subsp. approximata,,CR,Czechia,Cuscuta approximata subsp. approximata
Cuscuta campestris,Cuscuta campestris,LC(NA),Czechia,Cuscuta campestris
Cuscuta epilinum,Cuscuta epilinum,RE,Czechia,Cuscuta epilinum
Cuscuta epithymum,Cuscuta epithymum subsp. epithymum,LC(NA),Czechia,Cuscuta epithymum
Cuscuta epithymum,Cuscuta epithymum,LC(NA),Czechia,Cuscuta epithymum
Cuscuta europaea,Cuscuta europaea,LC(NA),Czechia,Cuscuta europaea
Cuscuta lupuliformis,Cuscuta lupuliformis,EN,Czechia,Cuscuta lupuliformis
Cyclamen purpurascens,Cyclamen purpurascens,LC,Czechia,Cyclamen purpurascens
Cyclospermum leptophyllum,,LC(NA),Czechia,Cyclospermum leptophyllum
Cydonia oblonga,Cydonia oblonga,LC(NA),Czechia,Cydonia oblonga
Cymbalaria muralis,Cymbalaria muralis,LC(NA),Czechia,Cymbalaria muralis
Cymbalaria pallida,Cymbalaria pallida,LC(NA),Czechia,Cymbalaria pallida
Cynodon dactylon,Cynodon dactylon,LC,Czechia,Cynodon dactylon
Cynoglossum montanum,Cynoglossum hungaricum,EN,Czechia,Cynoglossum montanum
Cynoglossum officinale,Cynoglossum officinale,LC(NA),Czechia,Cynoglossum officinale
Cynosurus cristatus,Cynosurus cristatus,LC(NA),Czechia,Cynosurus cristatus
Cynosurus echinatus,Cynosurus echinatus,LC(NA),Czechia,Cynosurus echinatus
Cyperus congestus,,LC(NA),Czechia,Cyperus congestus
Cyperus difformis,,LC(NA),Czechia,Cyperus difformis
Cyperus eragrostis,Cyperus eragrostis,LC(NA),Czechia,Cyperus eragrostis
Cyperus esculentus,Cyperus esculentus,LC(NA),Czechia,Cyperus esculentus
Cyperus flavescens,Cyperus flavescens,CR,Czechia,Cyperus flavescens
Cyperus fuscus,Cyperus fuscus,NT,Czechia,Cyperus fuscus
Cyperus glomeratus,Cyperus glomeratus,LC(NA),Czechia,Cyperus glomeratus
Cyperus michelianus,Cyperus michelianus,EN,Czechia,Cyperus michelianus
Cyperus rotundus,Cyperus rotundus,LC(NA),Czechia,Cyperus rotundus
Cypripedium calceolus,Cypripedium calceolus,VU,Czechia,Cypripedium calceolus
Cypripedium reginae,,LC(NA),Czechia,Cypripedium reginae
Cystopteris bulbifera,,LC(NA),Czechia,Cystopteris bulbifera
Cystopteris fragilis,,LC(NA),Czechia,Cystopteris fragilis
Cystopteris fragilis,Cystopteris fragilis subsp. dickieana,LC(NA),Czechia,Cystopteris fragilis
Cystopteris fragilis,Cystopteris fragilis,LC(NA),Czechia,Cystopteris fragilis
Cystopteris sudetica,Cystopteris sudetica,EN,Czechia,Cystopteris sudetica
Cytisus nigricans,Lembotropis nigricans,LC(NA),Czechia,Cytisus nigricans
Cytisus nigricans,,LC(NA),Czechia,Cytisus nigricans
Cytisus nigricans,Lembotropis nigricans subsp. nigricans,LC(NA),Czechia,Cytisus nigricans
Cytisus procumbens,Cytisus procumbens,NT,Czechia,Cytisus procumbens
Cytisus scoparius,Cytisus scoparius,LC(NA),Czechia,Cytisus scoparius
Dactylis glomerata subsp. slovenica,Dactylis glomerata subsp. slovenica,DD,Czechia,Dactylis glomerata subsp. slovenica
Dactylis polygama,Dactylis glomerata subsp. lobata,LC(NA),Czechia,Dactylis polygama
Dactyloctenium aegyptium,Dactyloctenium aegyptium,LC(NA),Czechia,Dactyloctenium aegyptium
Dactylorhiza bohemica,Dactylorhiza traunsteineri subsp. traunsteineri,CR,Czechia,Dactylorhiza bohemica
Dactylorhiza carpatica,,LC(NA),Czechia,Dactylorhiza carpatica
Dactylorhiza curvifolia,Dactylorhiza russowii,RE,Czechia,Dactylorhiza curvifolia
Dactylorhiza fuchsii subsp. fuchsii,Dactylorhiza fuchsii subsp. fuchsii,NT,Czechia,Dactylorhiza fuchsii subsp. fuchsii
Dactylorhiza fuchsii subsp. psychrophila,Dactylorhiza fuchsii subsp. psychrophila,EN,Czechia,Dactylorhiza fuchsii subsp. psychrophila
Dactylorhiza fuchsii subsp. sooana,Dactylorhiza fuchsii subsp. sooana,VU,Czechia,Dactylorhiza fuchsii subsp. sooana
Dactylorhiza incarnata,Dactylorhiza incarnata,EN,Czechia,Dactylorhiza incarnata
Dactylorhiza incarnata subsp. incarnata,Dactylorhiza incarnata subsp. incarnata,EN,Czechia,Dactylorhiza incarnata subsp. incarnata
Dactylorhiza incarnata subsp. pulchella,,EN,Czechia,Dactylorhiza incarnata subsp. pulchella
Dactylorhiza lapponica,Dactylorhiza lapponica,LC(NA),Czechia,Dactylorhiza lapponica
Dactylorhiza maculata,Dactylorhiza maculata,EN,Czechia,Dactylorhiza maculata
Dactylorhiza maculata,Dactylorhiza maculata subsp. elodes,EN,Czechia,Dactylorhiza maculata
Dactylorhiza maculata subsp. maculata,Dactylorhiza maculata subsp. maculata,DD,Czechia,Dactylorhiza maculata subsp. maculata
Dactylorhiza maculata subsp. transsilvanica,Dactylorhiza maculata subsp. transsilvanica,EN,Czechia,Dactylorhiza maculata subsp. transsilvanica
Dactylorhiza majalis,Dactylorhiza majalis,NT,Czechia,Dactylorhiza majalis
Dactylorhiza majalis subsp. majalis,Dactylorhiza majalis subsp. majalis,NT,Czechia,Dactylorhiza majalis subsp. majalis
Dactylorhiza sambucina,Dactylorhiza sambucina,EN,Czechia,Dactylorhiza sambucina
Dactylorhiza sambucina,,EN,Czechia,Dactylorhiza sambucina
Dactylorhiza traunsteineri subsp. traunsteineri,,CR,Czechia,Dactylorhiza traunsteineri subsp. traunsteineri
Dactylorhiza traunsteineri subsp. turfosa,Dactylorhiza traunsteineri subsp. turfosa,EN,Czechia,Dactylorhiza traunsteineri subsp. turfosa
Dahlia pinnata,,LC(NA),Czechia,Dahlia pinnata
Danthonia alpina,Danthonia alpina,EN,Czechia,Danthonia alpina
Danthonia decumbens,Danthonia decumbens subsp. decumbens,LC(NA),Czechia,Danthonia decumbens
Danthonia decumbens,Danthonia decumbens,LC(NA),Czechia,Danthonia decumbens
Daphne cneorum,Daphne cneorum,CR,Czechia,Daphne cneorum
Daphne mezereum,Daphne mezereum,LC(NA),Czechia,Daphne mezereum
Darmera peltata,,LC(NA),Czechia,Darmera peltata
Dasiphora arbuscula,,LC(NA),Czechia,Dasiphora arbuscula
Dasiphora fruticosa,Dasiphora fruticosa,LC(NA),Czechia,Dasiphora fruticosa
Dasiphora glabrata,,LC(NA),Czechia,Dasiphora glabrata
Dasiphora parvifolia,,LC(NA),Czechia,Dasiphora parvifolia
Dasypyrum villosum,Dasypyrum villosum,LC(NA),Czechia,Dasypyrum villosum
Datura ferox,Datura ferox,LC(NA),Czechia,Datura ferox
Datura inoxia,Datura innoxia,LC(NA),Czechia,Datura inoxia
Datura stramonium,Datura stramonium,LC(NA),Czechia,Datura stramonium
Daucus carota,Daucus carota,LC(NA),Czechia,Daucus carota
Delphinium elatum,Delphinium elatum subsp. elatum,EN,Czechia,Delphinium elatum
Delphinium elatum,Delphinium elatum,EN,Czechia,Delphinium elatum
Dentaria bulbifera,Cardamine bulbifera,LC(NA),Czechia,Dentaria bulbifera
Dentaria enneaphyllos,Cardamine enneaphyllos,LC,Czechia,Dentaria enneaphyllos
Dentaria glandulosa,Cardamine glanduligera,LC,Czechia,Dentaria glandulosa
Deschampsia cespitosa subsp. parviflora,Deschampsia cespitosa subsp. parviflora,DD,Czechia,Deschampsia cespitosa subsp. parviflora
Descurainia sophia,Descurainia sophia,LC(NA),Czechia,Descurainia sophia
Deutzia gracilis,,LC(NA),Czechia,Deutzia gracilis
Deutzia scabra,Deutzia scabra,LC(NA),Czechia,Deutzia scabra
Dianthus arenarius,Dianthus arenarius,EN,Czechia,Dianthus arenarius
Dianthus arenarius subsp. bohemicus,Dianthus arenarius subsp. borussicus,EN,Czechia,Dianthus arenarius subsp. bohemicus
Dianthus armeria,Dianthus armeria,LC,Czechia,Dianthus armeria
Dianthus barbatus,Dianthus barbatus,LC(NA),Czechia,Dianthus barbatus
Dianthus carthusianorum subsp. capillifrons,Dianthus carthusianorum,EN,Czechia,Dianthus carthusianorum subsp. capillifrons
Dianthus carthusianorum subsp. latifolius,Dianthus carthusianorum subsp. latifolius,NT,Czechia,Dianthus carthusianorum subsp. latifolius
Dianthus carthusianorum subsp. sudeticus,Dianthus carthusianorum subsp. sudeticus,EN,Czechia,Dianthus carthusianorum subsp. sudeticus
Dianthus caryophyllus,Dianthus caryophyllus,LC(NA),Czechia,Dianthus caryophyllus
Dianthus chinensis,,LC(NA),Czechia,Dianthus chinensis
Dianthus deltoides,Dianthus deltoides,LC(NA),Czechia,Dianthus deltoides
Dianthus gratianopolitanus,Dianthus gratianopolitanus,EN,Czechia,Dianthus gratianopolitanus
Dianthus lumnitzeri,Dianthus praecox subsp. lumnitzeri,VU,Czechia,Dianthus lumnitzeri
Dianthus moravicus,Dianthus moravicus,EN,Czechia,Dianthus moravicus
Dianthus pontederae,Dianthus pontederae,LC,Czechia,Dianthus pontederae
Dianthus superbus,Dianthus superbus,EN,Czechia,Dianthus superbus
Dianthus superbus subsp. alpestris,Dianthus superbus subsp. alpestris,EN,Czechia,Dianthus superbus subsp. alpestris
Dianthus superbus subsp. superbus,Dianthus superbus subsp. superbus,EN,Czechia,Dianthus superbus subsp. superbus
Dianthus superbus subsp. sylvestris,,DD,Czechia,Dianthus superbus subsp. sylvestris
Dianthus sylvaticus,Dianthus seguieri,VU,Czechia,Dianthus sylvaticus
Dicentra eximia,,LC(NA),Czechia,Dicentra eximia
Dicentra formosa,Dicentra formosa,LC(NA),Czechia,Dicentra formosa
Dichanthelium oligosanthes,,LC(NA),Czechia,Dichanthelium oligosanthes
Dichanthium sericeum,,LC(NA),Czechia,Dichanthium sericeum
Dichondra argentea,,LC(NA),Czechia,Dichondra argentea
Dictamnus albus,Dictamnus albus,NT,Czechia,Dictamnus albus
Diervilla lonicera,,LC(NA),Czechia,Diervilla lonicera
Digitalis grandiflora,Digitalis grandiflora,LC(NA),Czechia,Digitalis grandiflora
Digitalis lanata,Digitalis lanata,LC(NA),Czechia,Digitalis lanata
Digitalis lutea,Digitalis lutea,LC(NA),Czechia,Digitalis lutea
Digitalis purpurea,Digitalis purpurea,LC(NA),Czechia,Digitalis purpurea
Digitaria ciliaris,,LC(NA),Czechia,Digitaria ciliaris
Digitaria ischaemum,Digitaria ischaemum,LC(NA),Czechia,Digitaria ischaemum
Digitaria sanguinalis,Digitaria sanguinalis,LC(NA),Czechia,Digitaria sanguinalis
Dinebra retroflexa,,LC(NA),Czechia,Dinebra retroflexa
Diphasiastrum ×issleri,,EN,Czechia,Diphasiastrum ×issleri
Diphasiastrum ×oellgaardii,,EN,Czechia,Diphasiastrum ×oellgaardii
Diphasiastrum ×zeilleri,,EN,Czechia,Diphasiastrum ×zeilleri
Diphasiastrum alpinum,Lycopodium alpinum,EN,Czechia,Diphasiastrum alpinum
Diphasiastrum complanatum,Lycopodium complanatum,EN,Czechia,Diphasiastrum complanatum
Diphasiastrum tristachyum,Lycopodium tristachyum,CR,Czechia,Diphasiastrum tristachyum
Diplotaxis muralis,Diplotaxis muralis,NT,Czechia,Diplotaxis muralis
Diplotaxis tenuifolia,Diplotaxis tenuifolia,LC(NA),Czechia,Diplotaxis tenuifolia
Dipsacus fullonum,Dipsacus fullonum,LC(NA),Czechia,Dipsacus fullonum
Dipsacus laciniatus,Dipsacus laciniatus,NT,Czechia,Dipsacus laciniatus
Dipsacus pilosus,Dipsacus pilosus,NT,Czechia,Dipsacus pilosus
Dipsacus sativus,Dipsacus sativus,LC(NA),Czechia,Dipsacus sativus
Dipsacus strigosus,Dipsacus strigosus,LC(NA),Czechia,Dipsacus strigosus
Dittrichia graveolens,Dittrichia graveolens,LC(NA),Czechia,Dittrichia graveolens
Doronicum austriacum,Doronicum austriacum,LC,Czechia,Doronicum austriacum
Doronicum columnae,Doronicum columnae,LC(NA),Czechia,Doronicum columnae
Doronicum orientale,Doronicum orientale,LC(NA),Czechia,Doronicum orientale
Doronicum pardalianches,Doronicum pardalianches,LC(NA),Czechia,Doronicum pardalianches
Doronicum plantagineum,,LC(NA),Czechia,Doronicum plantagineum
Dorotheanthus bellidiformis,,LC(NA),Czechia,Dorotheanthus bellidiformis
Dorycnium germanicum,Dorycnium pentaphyllum subsp. germanicum,NT,Czechia,Dorycnium germanicum
Dorycnium herbaceum,Dorycnium pentaphyllum subsp. herbaceum,NT,Czechia,Dorycnium herbaceum
Draba muralis,Drabella muralis,EN,Czechia,Draba muralis
Draba nemorosa,Draba nemorosa,CR,Czechia,Draba nemorosa
Draba sibirica,Draba sibirica,LC(NA),Czechia,Draba sibirica
Dracocephalum austriacum,Dracocephalum austriacum,EN,Czechia,Dracocephalum austriacum
Dracocephalum moldavica,,LC(NA),Czechia,Dracocephalum moldavica
Dracocephalum parviflorum,,LC(NA),Czechia,Dracocephalum parviflorum
Dracocephalum thymiflorum,Dracocephalum thymiflorum,LC(NA),Czechia,Dracocephalum thymiflorum
Drosera anglica,Drosera longifolia,EN,Czechia,Drosera anglica
Drosera intermedia,Drosera intermedia,CR,Czechia,Drosera intermedia
Drosera rotundifolia,Drosera rotundifolia,VU,Czechia,Drosera rotundifolia
Drymocallis rupestris,Drymocallis rupestris,EN,Czechia,Drymocallis rupestris
Dryopteris borreri,Dryopteris borreri,NT,Czechia,Dryopteris borreri
Dryopteris cambrensis,,EN,Czechia,Dryopteris cambrensis
Dryopteris carthusiana,,LC(NA),Czechia,Dryopteris carthusiana
Dryopteris carthusiana,Dryopteris carthusiana,LC(NA),Czechia,Dryopteris carthusiana
Dryopteris cristata,Dryopteris cristata,VU,Czechia,Dryopteris cristata
Dryopteris dilatata,Dryopteris dilatata,LC(NA),Czechia,Dryopteris dilatata
Dryopteris expansa,Dryopteris expansa,NT,Czechia,Dryopteris expansa
Dryopteris filix-mas,Dryopteris filix-mas,LC(NA),Czechia,Dryopteris filix-mas
Dryopteris remota,Dryopteris remota,CR,Czechia,Dryopteris remota
Duchesnea indica,Potentilla indica,LC(NA),Czechia,Duchesnea indica
Dysphania ambrosioides,Dysphania ambrosioides,LC(NA),Czechia,Dysphania ambrosioides
Dysphania ambrosioides,,LC(NA),Czechia,Dysphania ambrosioides
Dysphania botrys,Dysphania botrys,NT,Czechia,Dysphania botrys
Dysphania melanocarpa,,LC(NA),Czechia,Dysphania melanocarpa
Dysphania pumilio,Dysphania pumilio,LC(NA),Czechia,Dysphania pumilio
Dysphania schraderiana,Dysphania schraderiana,LC(NA),Czechia,Dysphania schraderiana
Ecballium elaterium,Ecballium elaterium,LC(NA),Czechia,Ecballium elaterium
Echeveria elegans,,LC(NA),Czechia,Echeveria elegans
Echinochloa colona,Echinochloa colonum,LC(NA),Czechia,Echinochloa colona
Echinochloa crus-galli,Echinochloa crus-galli,LC(NA),Czechia,Echinochloa crus-galli
Echinochloa esculenta,,LC(NA),Czechia,Echinochloa esculenta
Echinochloa frumentacea,,LC(NA),Czechia,Echinochloa frumentacea
Echinochloa muricata,Echinochloa muricata,LC(NA),Czechia,Echinochloa muricata
Echinochloa oryzoides,Echinochloa oryzoides,LC(NA),Czechia,Echinochloa oryzoides
Echinocystis lobata,Echinocystis lobata,LC(NA),Czechia,Echinocystis lobata
Echinops bannaticus,,LC(NA),Czechia,Echinops bannaticus
Echinops exaltatus,Echinops exaltatus,LC(NA),Czechia,Echinops exaltatus
Echinops ritro,Echinops ritro,RE,Czechia,Echinops ritro
Echinops ritro subsp. ruthenicus,Echinops ritro subsp. ruthenicus,RE,Czechia,Echinops ritro subsp. ruthenicus
Echinops sphaerocephalus,Echinops sphaerocephalus,LC(NA),Czechia,Echinops sphaerocephalus
Echium maculatum,Pontechium maculatum,EN,Czechia,Echium maculatum
Echium maculatum,,EN,Czechia,Echium maculatum
Echium plantagineum,Echium plantagineum,LC(NA),Czechia,Echium plantagineum
Echium vulgare,Echium vulgare,LC(NA),Czechia,Echium vulgare
Egeria densa,Egeria densa,LC(NA),Czechia,Egeria densa
Ehrharta longiflora,,LC(NA),Czechia,Ehrharta longiflora
Eichhornia crassipes,Eichhornia crassipes,LC(NA),Czechia,Eichhornia crassipes
Elaeagnus angustifolia,Elaeagnus angustifolia,LC(NA),Czechia,Elaeagnus angustifolia
Elaeagnus commutata,,LC(NA),Czechia,Elaeagnus commutata
Elaeagnus umbellata,,LC(NA),Czechia,Elaeagnus umbellata
Elatine alsinastrum,Elatine alsinastrum,CR,Czechia,Elatine alsinastrum
Elatine hexandra,Elatine hexandra,EN,Czechia,Elatine hexandra
Elatine hydropiper,,NT,Czechia,Elatine hydropiper
Elatine orthosperma,,EN,Czechia,Elatine orthosperma
Elatine triandra,Elatine triandra,NT,Czechia,Elatine triandra
Eleocharis acicularis,Eleocharis acicularis,LC(NA),Czechia,Eleocharis acicularis
Eleocharis mamillata,,NT,Czechia,Eleocharis mamillata
Eleocharis mamillata subsp. austriaca,Eleocharis mamillata subsp. austriaca,NT,Czechia,Eleocharis mamillata subsp. austriaca
Eleocharis mamillata subsp. mamillata,Eleocharis mamillata,NT,Czechia,Eleocharis mamillata subsp. mamillata
Eleocharis ovata,Eleocharis ovata,NT,Czechia,Eleocharis ovata
Eleocharis palustris,Eleocharis palustris,LC(NA),Czechia,Eleocharis palustris
Eleocharis quinqueflora,Eleocharis quinqueflora,CR,Czechia,Eleocharis quinqueflora
Eleocharis uniglumis,Eleocharis uniglumis,VU,Czechia,Eleocharis uniglumis
Eleocharis uniglumis subsp. sterneri,Eleocharis uniglumis subsp. sterneri,RE,Czechia,Eleocharis uniglumis subsp. sterneri
Eleocharis uniglumis subsp. uniglumis,Eleocharis uniglumis subsp. uniglumis,VU,Czechia,Eleocharis uniglumis subsp. uniglumis
Eleusine coracana,,LC(NA),Czechia,Eleusine coracana
Eleusine indica,Eleusine indica,LC(NA),Czechia,Eleusine indica
Eleusine indica,,LC(NA),Czechia,Eleusine indica
Eleusine tristachya,,LC(NA),Czechia,Eleusine tristachya
Ellisia nyctelea,,LC(NA),Czechia,Ellisia nyctelea
Elodea canadensis,Elodea canadensis,LC(NA),Czechia,Elodea canadensis
Elodea nuttallii,Elodea nuttallii,LC(NA),Czechia,Elodea nuttallii
Elsholtzia ciliata,Elsholtzia ciliata,LC(NA),Czechia,Elsholtzia ciliata
Elymus canadensis,,LC(NA),Czechia,Elymus canadensis
Elymus caninus,Elymus caninus,LC(NA),Czechia,Elymus caninus
Elymus caninus,,LC(NA),Czechia,Elymus caninus
Elymus hispidus var. villosus,Elytrigia intermedia subsp. trichophora,DD,Czechia,Elymus hispidus var. villosus
Elymus hispidus var. villosus,,DD,Czechia,Elymus hispidus var. villosus
Elymus repens,Elytrigia repens,LC(NA),Czechia,Elymus repens
Elymus repens,,LC(NA),Czechia,Elymus repens
Elymus trachycaulus,Elymus trachycaulus,LC(NA),Czechia,Elymus trachycaulus
Empetrum hermaphroditum,Empetrum hermaphroditum,NT,Czechia,Empetrum hermaphroditum
Empetrum nigrum,Empetrum nigrum,NT,Czechia,Empetrum nigrum
Epilobium adenocaulon,Epilobium ciliatum,LC(NA),Czechia,Epilobium adenocaulon
Epilobium alpestre,Epilobium alpestre,NT,Czechia,Epilobium alpestre
Epilobium alsinifolium,Epilobium alsinifolium,VU,Czechia,Epilobium alsinifolium
Epilobium anagallidifolium,Epilobium anagallidifolium,EN,Czechia,Epilobium anagallidifolium
Epilobium angustifolium,Epilobium angustifolium,LC(NA),Czechia,Epilobium angustifolium
Epilobium brachycarpum,,LC(NA),Czechia,Epilobium brachycarpum
Epilobium collinum,Epilobium collinum,LC(NA),Czechia,Epilobium collinum
Epilobium dodonaei,Epilobium dodonaei,LC(NA),Czechia,Epilobium dodonaei
Epilobium hirsutum,Epilobium hirsutum,LC(NA),Czechia,Epilobium hirsutum
Epilobium komarovianum,Epilobium komarovianum,LC(NA),Czechia,Epilobium komarovianum
Epilobium lamyi,Epilobium tetragonum subsp. lamyi,LC,Czechia,Epilobium lamyi
Epilobium lanceolatum,Epilobium lanceolatum,RE,Czechia,Epilobium lanceolatum
Epilobium montanum,,LC(NA),Czechia,Epilobium montanum
Epilobium montanum,Epilobium montanum,LC(NA),Czechia,Epilobium montanum
Epilobium nutans,Epilobium nutans,EN,Czechia,Epilobium nutans
Epilobium obscurum,Epilobium obscurum,NT,Czechia,Epilobium obscurum
Epilobium palustre,Epilobium palustre,NT,Czechia,Epilobium palustre
Epilobium parviflorum,Epilobium parviflorum,NT,Czechia,Epilobium parviflorum
Epilobium roseum,Epilobium roseum,LC(NA),Czechia,Epilobium roseum
Epilobium tetragonum,Epilobium tetragonum subsp. tetragonum,LC(NA),Czechia,Epilobium tetragonum
Epimedium alpinum,Epimedium alpinum,LC(NA),Czechia,Epimedium alpinum
